Unnamed: 0,pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher.1,fielder_2.1,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp
75,CH,2015-04-05,80.7,2.2,5.57,"Lester, Jon",Yadier Molina,Jon Lester,,ball,,,,,12,Yadier Molina walks.,R,R,L,CHC,STL,B,,,1,0,2015,1.17,0.79,2.39,2.98,,,,0,4,Top,,,,,David Ross,,150405_202826,-2.38,-117.4,-0.32,13.05,22.63,-26.36,3.51,1.57,,,,80.0,1774.0,5.7,413661,452657,424325,Anthony Rizzo,Tommy La Stella,Mike Olt,Starlin Castro,Chris Coghlan,Dexter Fowler,Jorge Soler,50,,,,,,,,28,2,Changeup,0,2,2,0,2,0,2,0,Standard,Standard,,0.0,0.062
77,FF,2015-04-05,90.3,2.06,5.24,"Lester, Jon",Yadier Molina,Jon Lester,,ball,,,,,13,Yadier Molina walks.,R,R,L,CHC,STL,B,,,0,0,2015,0.6,2.08,-0.44,1.06,,,,0,4,Top,,,,,David Ross,,150405_202813,-8.19,-131.07,-8.98,9.04,29.12,-9.37,3.51,1.57,,,,89.6,2198.0,5.9,413661,452657,424325,Anthony Rizzo,Tommy La Stella,Mike Olt,Starlin Castro,Chris Coghlan,Dexter Fowler,Jorge Soler,50,,,,,,,,28,1,4-Seam Fastball,0,2,2,0,2,0,2,0,Standard,Standard,,0.0,0.033
78,CU,2015-04-05,76.8,-1.07,6.47,"Wainwright, Adam",Anthony Rizzo,Adam Wainwright,strikeout,foul_tip,,,,,14,Anthony Rizzo strikes out on a foul tip.,R,L,R,CHC,STL,S,2.0,,3,2,2015,0.95,-1.23,0.46,1.39,,Tommy La Stella,,2,3,Bot,,,,,Yadier Molina,,150405_202537,1.15,-111.91,-0.96,9.64,24.35,-44.47,3.59,1.66,,,,76.0,2863.0,6.0,413661,425794,425877,Matt Adams,Kolten Wong,Matt Carpenter,Jhonny Peralta,Matt Holliday,Jon Jay,Jason Heyward,50,,,0.0,1.0,0.0,0.0,,27,6,Curveball,0,2,0,2,2,0,0,2,Strategic,Standard,,-0.036,-0.296
80,CU,2015-04-05,74.3,-1.38,6.53,"Wainwright, Adam",Anthony Rizzo,Adam Wainwright,,called_strike,,,,,7,Anthony Rizzo strikes out on a foul tip.,R,L,R,CHC,STL,S,,,3,1,2015,1.2,-1.28,-0.61,1.93,,Tommy La Stella,,2,3,Bot,,,,,Yadier Molina,,150405_202517,-0.98,-108.25,0.63,11.14,21.97,-44.13,3.59,1.66,,,,73.4,2766.0,5.7,413661,425794,425877,Matt Adams,Kolten Wong,Matt Carpenter,Jhonny Peralta,Matt Holliday,Jon Jay,Jason Heyward,50,,,,,,,,27,5,Curveball,0,2,0,2,2,0,0,2,Strategic,Standard,,0.0,-0.07
82,CH,2015-04-05,84.3,-1.39,6.07,"Wainwright, Adam",Anthony Rizzo,Adam Wainwright,,blocked_ball,,,,,13,Anthony Rizzo strikes out on a foul tip.,R,L,R,CHC,STL,B,,,2,1,2015,-1.46,1.36,-0.95,0.82,,Tommy La Stella,,2,3,Bot,,,,,Yadier Molina,,150405_202455,4.06,-122.38,-8.55,-14.41,24.87,-19.83,3.59,1.66,,,,85.2,1981.0,6.9,413661,425794,425877,Matt Adams,Kolten Wong,Matt Carpenter,Jhonny Peralta,Matt Holliday,Jon Jay,Jason Heyward,50,,,,,,,,27,4,Changeup,0,2,0,2,2,0,0,2,Strategic,Standard,,0.0,0.034
84,SI,2015-04-05,89.4,-1.55,6.0,"Wainwright, Adam",Anthony Rizzo,Adam Wainwright,,ball,,,,,11,Anthony Rizzo strikes out on a foul tip.,R,L,R,CHC,STL,B,,,1,1,2015,-1.25,1.3,-1.24,2.63,,Tommy La Stella,,2,3,Bot,,,,,Yadier Molina,,150405_202339,3.46,-130.08,-4.88,-13.58,30.3,-19.14,3.59,1.66,,,,89.4,2239.0,6.4,413661,425794,425877,Matt Adams,Kolten Wong,Matt Carpenter,Jhonny Peralta,Matt Holliday,Jon Jay,Jason Heyward,50,,,,,,,,27,3,Sinker,0,2,0,2,2,0,0,2,Strategic,Standard,,0.0,0.048
87,CU,2015-04-05,74.9,-1.16,6.62,"Wainwright, Adam",Anthony Rizzo,Adam Wainwright,,called_strike,,,,,5,Anthony Rizzo strikes out on a foul tip.,R,L,R,CHC,STL,S,,,1,0,2015,1.1,-1.32,-0.06,2.9,,Tommy La Stella,,2,3,Bot,,,,,Yadier Molina,,150405_202318,-0.09,-109.03,2.57,10.3,24.26,-44.51,3.59,1.66,,,,73.2,729.0,5.4,413661,425794,425877,Matt Adams,Kolten Wong,Matt Carpenter,Jhonny Peralta,Matt Holliday,Jon Jay,Jason Heyward,50,,,,,,,,27,2,Curveball,0,2,0,2,2,0,0,2,Strategic,Standard,,0.0,-0.042
89,CU,2015-04-05,76.7,-1.21,6.4,"Wainwright, Adam",Anthony Rizzo,Adam Wainwright,,blocked_ball,,,,,14,Anthony Rizzo strikes out on a foul tip.,R,L,R,CHC,STL,B,,,0,0,2015,1.05,-1.42,0.33,0.72,,Tommy La Stella,,2,3,Bot,,,,,Yadier Molina,,150405_202251,0.97,-111.68,-1.8,10.31,26.41,-45.89,3.59,1.66,,,,75.7,2928.0,6.1,413661,425794,425877,Matt Adams,Kolten Wong,Matt Carpenter,Jhonny Peralta,Matt Holliday,Jon Jay,Jason Heyward,50,,,,,,,,27,1,Curveball,0,2,0,2,2,0,0,2,Strategic,Standard,,0.0,0.022
91,FC,2015-04-05,85.9,-0.97,6.28,"Wainwright, Adam",Jorge Soler,Adam Wainwright,strikeout,swinging_strike,,,,,14,Jorge Soler strikes out swinging.,R,R,R,CHC,STL,S,2.0,,3,2,2015,0.31,0.73,1.61,1.91,,Tommy La Stella,,1,3,Bot,,,,,Yadier Molina,,150405_202210,5.37,-124.84,-5.51,5.05,23.2,-26.17,3.59,1.61,,,,86.0,2489.0,6.2,413661,425794,425877,Matt Adams,Kolten Wong,Matt Carpenter,Jhonny Peralta,Matt Holliday,Jon Jay,Jason Heyward,50,,,0.0,1.0,0.0,0.0,,26,7,Cutter,0,2,0,2,2,0,0,2,Standard,Standard,,-0.04,-0.35
93,FC,2015-04-05,90.0,-0.91,6.23,"Wainwright, Adam",Jorge Soler,Adam Wainwright,,ball,,,,,12,Jorge Soler strikes out swinging.,R,R,R,CHC,STL,B,,,2,2,2015,0.09,1.4,0.75,3.83,,Tommy La Stella,,1,3,Bot,,,,,Yadier Molina,,150405_202147,3.76,-130.98,-2.86,2.73,26.71,-17.45,3.59,1.61,,,,90.7,2270.0,6.5,413661,425794,425877,Matt Adams,Kolten Wong,Matt Carpenter,Jhonny Peralta,Matt Holliday,Jon Jay,Jason Heyward,50,,,,,,,,26,6,Cutter,0,2,0,2,2,0,0,2,Standard,Standard,,0.0,0.068
95,CU,2015-04-05,77.2,-1.16,6.46,"Wainwright, Adam",Jorge Soler,Adam Wainwright,,foul,,,,,9,Jorge Soler strikes out swinging.,R,R,R,CHC,STL,S,,,2,2,2015,0.91,-1.19,0.52,1.76,,Tommy La Stella,,1,3,Bot,,,,,Yadier Molina,,150405_202119,1.54,-112.43,-0.23,9.33,25.76,-44.17,3.59,1.61,2.0,55.3,-37.0,76.4,2844.0,6.1,413661,425794,425877,Matt Adams,Kolten Wong,Matt Carpenter,Jhonny Peralta,Matt Holliday,Jon Jay,Jason Heyward,50,,,,,,,,26,5,Curveball,0,2,0,2,2,0,0,2,Standard,Standard,,0.0,0.0
96,CU,2015-04-05,77.6,-1.1,6.52,"Wainwright, Adam",Jorge Soler,Adam Wainwright,,ball,,,,,12,Jorge Soler strikes out swinging.,R,R,R,CHC,STL,B,,,1,2,2015,1.03,-1.2,1.19,2.71,,Tommy La Stella,,1,3,Bot,,,,,Yadier Molina,,150405_202057,2.67,-113.03,1.67,10.5,26.1,-44.38,3.59,1.61,,,,76.9,2770.0,6.2,413661,425794,425877,Matt Adams,Kolten Wong,Matt Carpenter,Jhonny Peralta,Matt Holliday,Jon Jay,Jason Heyward,50,,,,,,,,26,4,Curveball,0,2,0,2,2,0,0,2,Standard,Standard,,0.0,0.047
98,FC,2015-04-05,86.7,-1.06,6.27,"Wainwright, Adam",Jorge Soler,Adam Wainwright,,called_strike,,,,,14,Jorge Soler strikes out swinging.,R,R,R,CHC,STL,S,,,1,1,2015,0.22,1.25,0.95,2.59,,Tommy La Stella,,1,3,Bot,,,,,Yadier Molina,,150405_202030,4.19,-126.12,-5.13,4.11,23.8,-20.24,3.59,1.61,,,,86.7,2473.0,6.0,413661,425794,425877,Matt Adams,Kolten Wong,Matt Carpenter,Jhonny Peralta,Matt Holliday,Jon Jay,Jason Heyward,50,,,,,,,,26,3,Cutter,0,2,0,2,2,0,0,2,Standard,Standard,,0.0,-0.102
100,CU,2015-04-05,77.2,-1.22,6.4,"Wainwright, Adam",Jorge Soler,Adam Wainwright,,blocked_ball,,,,,14,Jorge Soler strikes out swinging.,R,R,R,CHC,STL,B,,,0,1,2015,0.93,-1.16,0.74,0.73,,Tommy La Stella,,1,3,Bot,,,,,Yadier Molina,,150405_202006,2.15,-112.38,-2.4,9.43,26.0,-43.91,3.59,1.61,,,,76.6,2850.0,6.4,413661,425794,425877,Matt Adams,Kolten Wong,Matt Carpenter,Jhonny Peralta,Matt Holliday,Jon Jay,Jason Heyward,50,,,,,,,,26,2,Curveball,0,2,0,2,2,0,0,2,Standard,Standard,,0.0,0.034
103,CU,2015-04-05,74.4,-1.27,6.56,"Wainwright, Adam",Jorge Soler,Adam Wainwright,,swinging_strike,,,,,14,Jorge Soler strikes out swinging.,R,R,R,CHC,STL,S,,,0,0,2015,1.24,-1.2,0.94,1.44,,,Tommy La Stella,1,3,Bot,,,,,Yadier Molina,,150405_201928,1.97,-108.41,-0.53,11.32,25.16,-43.29,3.59,1.61,,,,72.7,2926.0,5.5,413661,425794,425877,Matt Adams,Kolten Wong,Matt Carpenter,Jhonny Peralta,Matt Holliday,Jon Jay,Jason Heyward,50,,,,,,,,26,1,Curveball,0,2,0,2,2,0,0,2,Strategic,Standard,,0.017,-0.043
104,FF,2015-04-05,90.6,-0.97,6.22,"Wainwright, Adam",Dexter Fowler,Adam Wainwright,field_out,hit_into_play,,,,,2,Dexter Fowler flies out to right fielder Jason Heyward.,R,L,R,CHC,STL,X,9.0,fly_ball,3,2,2015,-0.39,1.77,0.26,3.17,,,Tommy La Stella,0,3,Bot,173.7,125.99,,,Yadier Molina,,150405_201837,3.81,-131.77,-5.47,-3.28,27.73,-12.83,3.76,1.69,239.0,76.9,48.0,91.0,2271.0,6.4,413661,425794,425877,Matt Adams,Kolten Wong,Matt Carpenter,Jhonny Peralta,Matt Holliday,Jon Jay,Jason Heyward,50,0.067,0.075,0.0,1.0,0.0,0.0,3.0,25,6,4-Seam Fastball,0,2,0,2,2,0,0,2,Standard,Standard,,-0.04,-0.456
106,CU,2015-04-05,77.1,-1.21,6.5,"Wainwright, Adam",Dexter Fowler,Adam Wainwright,,ball,,,,,13,Dexter Fowler flies out to right fielder Jason Heyward.,R,L,R,CHC,STL,B,,,2,2,2015,0.87,-1.22,-0.34,1.06,,,Tommy La Stella,0,3,Bot,,,,,Yadier Molina,,150405_201751,-0.13,-112.3,-1.82,8.95,24.9,-44.44,3.76,1.69,,,,76.0,2792.0,5.8,413661,425794,425877,Matt Adams,Kolten Wong,Matt Carpenter,Jhonny Peralta,Matt Holliday,Jon Jay,Jason Heyward,50,,,,,,,,25,5,Curveball,0,2,0,2,2,0,0,2,Standard,Standard,,0.0,0.144
109,CU,2015-04-05,77.1,-1.17,6.39,"Wainwright, Adam",Dexter Fowler,Adam Wainwright,,blocked_ball,,,,,13,Dexter Fowler flies out to right fielder Jason Heyward.,R,L,R,CHC,STL,B,,,1,2,2015,0.86,-1.28,-0.22,0.35,,,Tommy La Stella,0,3,Bot,,,,,Yadier Molina,,150405_201721,0.07,-112.34,-3.04,8.94,24.28,-45.05,3.76,1.69,,,,77.0,2698.0,6.4,413661,425794,425877,Matt Adams,Kolten Wong,Matt Carpenter,Jhonny Peralta,Matt Holliday,Jon Jay,Jason Heyward,50,,,,,,,,25,4,Curveball,0,2,0,2,2,0,0,2,Standard,Standard,,0.0,0.053
110,FC,2015-04-05,86.3,-1.19,6.31,"Wainwright, Adam",Dexter Fowler,Adam Wainwright,,foul,,,,,2,Dexter Fowler flies out to right fielder Jason Heyward.,R,L,R,CHC,STL,S,,,1,1,2015,0.23,1.22,0.11,3.14,,,Tommy La Stella,0,3,Bot,,,,,Yadier Molina,,150405_201650,2.4,-125.58,-3.76,4.15,22.76,-20.57,3.76,1.69,,,,86.6,2431.0,6.1,413661,425794,425877,Matt Adams,Kolten Wong,Matt Carpenter,Jhonny Peralta,Matt Holliday,Jon Jay,Jason Heyward,50,,,,,,,,25,3,Cutter,0,2,0,2,2,0,0,2,Standard,Standard,,0.0,-0.086
112,CU,2015-04-05,75.4,-1.52,6.52,"Wainwright, Adam",Dexter Fowler,Adam Wainwright,,ball,,,,,7,Dexter Fowler flies out to right fielder Jason Heyward.,R,L,R,CHC,STL,B,,,0,1,2015,1.21,-0.96,-0.59,1.57,,,Tommy La Stella,0,3,Bot,,,,,Yadier Molina,,150405_201630,-0.68,-109.88,-0.82,11.31,26.6,-41.61,3.76,1.69,,,,73.9,2866.0,5.8,413661,425794,425877,Matt Adams,Kolten Wong,Matt Carpenter,Jhonny Peralta,Matt Holliday,Jon Jay,Jason Heyward,50,,,,,,,,25,2,Curveball,0,2,0,2,2,0,0,2,,,,0.0,0.041
115,FC,2015-04-05,89.3,-1.05,6.31,"Wainwright, Adam",Dexter Fowler,Adam Wainwright,,called_strike,,,,,3,Dexter Fowler flies out to right fielder Jason Heyward.,R,L,R,CHC,STL,S,,,0,0,2015,-0.04,1.66,0.35,3.23,,,Tommy La Stella,0,3,Bot,,,,,Yadier Molina,,150405_201606,3.39,-130.0,-5.06,1.12,26.0,-14.63,3.76,1.69,,,,,,,413661,425794,425877,Matt Adams,Kolten Wong,Matt Carpenter,Jhonny Peralta,Matt Holliday,Jon Jay,Jason Heyward,50,,,,,,,,25,1,Cutter,0,2,0,2,2,0,0,2,,,,0.0,-0.049
116,FC,2015-04-05,87.1,-1.14,6.24,"Wainwright, Adam",Tommy La Stella,Adam Wainwright,single,hit_into_play,,,,,5,Tommy La Stella singles on a soft line drive to center fielder Jon Jay.,R,L,R,CHC,STL,X,8.0,line_drive,3,2,2015,0.03,1.08,0.27,2.75,,,,0,3,Bot,125.75,116.9,,,Yadier Molina,,150405_201523,3.16,-126.7,-4.41,1.93,23.12,-22.02,3.39,1.52,236.0,81.9,20.0,87.3,2279.0,6.1,413661,425794,425877,Matt Adams,Kolten Wong,Matt Carpenter,Jhonny Peralta,Matt Holliday,Jon Jay,Jason Heyward,50,0.607,0.563,0.9,1.0,1.0,0.0,4.0,24,7,Cutter,0,2,0,2,2,0,0,2,Standard,Standard,,0.044,0.308
119,FF,2015-04-05,89.8,-1.05,6.17,"Wainwright, Adam",Tommy La Stella,Adam Wainwright,,foul,,,,,2,Tommy La Stella singles on a soft line drive to center fielder Jon Jay.,R,L,R,CHC,STL,S,,,3,2,2015,-0.56,1.57,-0.03,3.45,,,,0,3,Bot,,,,,Yadier Molina,,150405_201500,3.68,-130.67,-4.0,-5.35,27.7,-15.58,3.39,1.52,281.0,88.8,23.0,90.4,2325.0,6.6,413661,425794,425877,Matt Adams,Kolten Wong,Matt Carpenter,Jhonny Peralta,Matt Holliday,Jon Jay,Jason Heyward,50,,,,,,,,24,6,4-Seam Fastball,0,2,0,2,2,0,0,2,Standard,Standard,,0.0,0.0
121,CU,2015-04-05,76.1,-1.09,6.35,"Wainwright, Adam",Tommy La Stella,Adam Wainwright,,ball,,,,,14,Tommy La Stella singles on a soft line drive to center fielder Jon Jay.,R,L,R,CHC,STL,B,,,2,2,2015,0.82,-1.39,0.92,-0.02,,,,0,3,Bot,,,,,Yadier Molina,,150405_201435,2.44,-110.83,-3.25,8.24,25.06,-45.5,3.39,1.52,,,,75.4,2712.0,6.2,413661,425794,425877,Matt Adams,Kolten Wong,Matt Carpenter,Jhonny Peralta,Matt Holliday,Jon Jay,Jason Heyward,50,,,,,,,,24,5,Curveball,0,2,0,2,2,0,0,2,Standard,Standard,,0.0,0.089
123,FC,2015-04-05,86.5,-1.13,6.15,"Wainwright, Adam",Tommy La Stella,Adam Wainwright,,foul,,,,,14,Tommy La Stella singles on a soft line drive to center fielder Jon Jay.,R,L,R,CHC,STL,S,,,2,1,2015,0.04,1.4,0.83,2.09,,,,0,3,Bot,,,,,Yadier Molina,,150405_201407,4.5,-125.76,-6.41,1.99,22.85,-18.55,3.39,1.52,7.0,81.1,-16.0,86.5,,6.0,413661,425794,425877,Matt Adams,Kolten Wong,Matt Carpenter,Jhonny Peralta,Matt Holliday,Jon Jay,Jason Heyward,50,,,,,,,,24,4,Cutter,0,2,0,2,2,0,0,2,Standard,Standard,,0.0,-0.062
125,FF,2015-04-05,89.2,-1.02,6.1,"Wainwright, Adam",Tommy La Stella,Adam Wainwright,,called_strike,,,,,8,Tommy La Stella singles on a soft line drive to center fielder Jon Jay.,R,L,R,CHC,STL,S,,,2,0,2015,-0.66,1.54,0.09,1.89,,,,0,3,Bot,,,,,Yadier Molina,,150405_201355,4.08,-129.66,-7.57,-6.49,28.87,-16.27,3.39,1.52,,,,89.7,2349.0,6.7,413661,425794,425877,Matt Adams,Kolten Wong,Matt Carpenter,Jhonny Peralta,Matt Holliday,Jon Jay,Jason Heyward,50,,,,,,,,24,3,4-Seam Fastball,0,2,0,2,2,0,0,2,Standard,Standard,,0.0,-0.056
126,FC,2015-04-05,87.0,-0.99,6.11,"Wainwright, Adam",Tommy La Stella,Adam Wainwright,,ball,,,,,14,Tommy La Stella singles on a soft line drive to center fielder Jon Jay.,R,L,R,CHC,STL,B,,,1,0,2015,-0.23,1.51,1.1,1.57,,,,0,3,Bot,,,,,Yadier Molina,,150405_201342,5.47,-126.35,-7.95,-1.13,23.29,-17.22,3.39,1.52,,,,,2388.0,6.1,413661,425794,425877,Matt Adams,Kolten Wong,Matt Carpenter,Jhonny Peralta,Matt Holliday,Jon Jay,Jason Heyward,50,,,,,,,,24,2,Cutter,0,2,0,2,2,0,0,2,Standard,Standard,,0.0,0.062
129,FF,2015-04-05,87.8,-1.31,6.13,"Wainwright, Adam",Tommy La Stella,Adam Wainwright,,ball,,,,,11,Tommy La Stella singles on a soft line drive to center fielder Jon Jay.,R,L,R,CHC,STL,B,,,0,0,2015,-0.89,1.36,-0.95,3.11,,,,0,3,Bot,,,,,Yadier Molina,,150405_201331,2.69,-127.76,-3.92,-9.0,25.62,-18.69,3.39,1.52,,,,,,,413661,425794,425877,Matt Adams,Kolten Wong,Matt Carpenter,Jhonny Peralta,Matt Holliday,Jon Jay,Jason Heyward,50,,,,,,,,24,1,4-Seam Fastball,0,2,0,2,2,0,0,2,,,,0.0,0.033
79,FC,2015-04-05,86.9,2.29,5.39,"Lester, Jon",Matt Adams,Jon Lester,field_out,hit_into_play,,,,,4,"Matt Adams grounds out, first baseman Anthony Rizzo to pitcher Jon Lester.",R,L,L,CHC,STL,X,3.0,ground_ball,2,0,2015,-0.19,0.89,-0.68,2.87,Jason Heyward,,,2,3,Top,148.56,165.36,,,David Ross,,150405_201055,-7.28,-126.3,-1.44,-0.65,24.75,-24.3,3.57,1.68,12.0,81.3,-14.0,86.7,2408.0,6.0,413661,452657,424325,Anthony Rizzo,Tommy La Stella,Mike Olt,Starlin Castro,Chris Coghlan,Dexter Fowler,Jorge Soler,50,0.1,0.09,0.0,1.0,0.0,0.0,2.0,23,3,Cutter,0,2,2,0,2,0,2,0,Standard,Standard,,0.03,-0.397
81,CU,2015-04-05,74.0,2.27,5.52,"Lester, Jon",Matt Adams,Jon Lester,,ball,,,,,13,"Matt Adams grounds out, first baseman Anthony Rizzo to pitcher Jon Lester.",R,L,L,CHC,STL,B,,,1,0,2015,-1.18,-0.06,-1.48,1.96,Jason Heyward,,,2,3,Top,,,,,David Ross,,150405_201023,-5.88,-107.6,0.54,-8.75,20.12,-34.22,3.57,1.68,,,,72.9,2580.0,5.5,413661,452657,424325,Anthony Rizzo,Tommy La Stella,Mike Olt,Starlin Castro,Chris Coghlan,Dexter Fowler,Jorge Soler,50,,,,,,,,23,2,Curveball,0,2,2,0,2,0,2,0,Standard,Standard,,0.0,0.029
83,CU,2015-04-05,76.1,2.35,5.6,"Lester, Jon",Matt Adams,Jon Lester,,ball,,,,,11,"Matt Adams grounds out, first baseman Anthony Rizzo to pitcher Jon Lester.",R,L,L,CHC,STL,B,,,0,0,2015,-1.19,0.06,-0.84,3.59,Jason Heyward,,,2,3,Top,,,,,David Ross,,150405_201006,-4.8,-110.8,3.25,-9.43,20.55,-33.33,3.57,1.68,,,,74.6,1266.0,5.1,413661,452657,424325,Anthony Rizzo,Tommy La Stella,Mike Olt,Starlin Castro,Chris Coghlan,Dexter Fowler,Jorge Soler,50,,,,,,,,23,1,Curveball,0,2,2,0,2,0,2,0,Standard,Standard,,0.0,0.016
85,FF,2015-04-05,92.7,2.26,5.33,"Lester, Jon",Jhonny Peralta,Jon Lester,strikeout,called_strike,,,,,14,Jhonny Peralta called out on strikes.,R,R,L,CHC,STL,S,2.0,,1,2,2015,0.64,1.67,1.18,2.63,Jason Heyward,,,1,3,Top,,,,,David Ross,,150405_200929,-4.77,-134.89,-4.66,10.09,31.55,-13.33,3.7,1.73,,,,92.0,2162.0,5.9,413661,452657,424325,Anthony Rizzo,Tommy La Stella,Mike Olt,Starlin Castro,Chris Coghlan,Dexter Fowler,Jorge Soler,50,,,0.0,1.0,0.0,0.0,,22,4,4-Seam Fastball,0,2,2,0,2,0,2,0,Strategic,Standard,,0.049,-0.414
86,FF,2015-04-05,91.9,2.1,5.41,"Lester, Jon",Jhonny Peralta,Jon Lester,,ball,,,,,2,Jhonny Peralta called out on strikes.,R,R,L,CHC,STL,B,,,0,2,2015,0.82,1.44,-0.13,3.74,Jason Heyward,,,1,3,Top,,,,,David Ross,,150405_200910,-8.19,-133.63,-1.23,12.16,31.75,-16.65,3.68,1.73,,,,90.8,2155.0,5.8,413661,452657,424325,Anthony Rizzo,Tommy La Stella,Mike Olt,Starlin Castro,Chris Coghlan,Dexter Fowler,Jorge Soler,50,,,,,,,,22,3,4-Seam Fastball,0,2,2,0,2,0,2,0,Strategic,Standard,,0.0,0.028
88,FC,2015-04-05,89.2,2.19,5.37,"Lester, Jon",Jhonny Peralta,Jon Lester,,foul,,,,,13,Jhonny Peralta called out on strikes.,R,R,L,CHC,STL,S,,,0,1,2015,-0.11,1.05,-0.83,2.55,Jason Heyward,,,1,3,Top,,,,,David Ross,,150405_200840,-7.77,-129.64,-2.91,0.24,26.69,-22.03,3.68,1.73,251.0,95.3,20.0,88.6,2373.0,5.8,413661,452657,424325,Anthony Rizzo,Tommy La Stella,Mike Olt,Starlin Castro,Chris Coghlan,Dexter Fowler,Jorge Soler,50,,,,,,,,22,2,Cutter,0,2,2,0,2,0,2,0,Strategic,Standard,,0.0,-0.113
90,CU,2015-04-05,76.5,2.29,5.54,"Lester, Jon",Jhonny Peralta,Jon Lester,,called_strike,,,,,8,Jhonny Peralta called out on strikes.,R,R,L,CHC,STL,S,,,0,0,2015,-1.0,0.12,-0.04,1.85,Jason Heyward,,,1,3,Top,,,,,David Ross,,150405_200821,-3.34,-111.35,-0.58,-7.76,22.37,-32.77,3.68,1.73,,,,75.0,2540.0,5.3,413661,452657,424325,Anthony Rizzo,Tommy La Stella,Mike Olt,Starlin Castro,Chris Coghlan,Dexter Fowler,Jorge Soler,50,,,,,,,,22,1,Curveball,0,2,2,0,2,0,2,0,Strategic,Standard,,0.0,-0.063
92,FC,2015-04-05,89.4,2.16,5.35,"Lester, Jon",Matt Holliday,Jon Lester,field_out,hit_into_play,,,,,4,"Matt Holliday grounds out, pitcher Jon Lester to first baseman Anthony Rizzo.   Jason Heyward to 3rd.",R,R,L,CHC,STL,X,1.0,ground_ball,2,2,2015,0.2,0.94,-0.38,2.41,,Jason Heyward,,0,3,Top,127.5,178.68,,,David Ross,,150405_200735,-7.31,-129.98,-3.0,4.04,26.89,-23.27,3.67,1.82,13.0,88.5,-12.0,88.8,2340.0,5.8,413661,452657,424325,Anthony Rizzo,Tommy La Stella,Mike Olt,Starlin Castro,Chris Coghlan,Dexter Fowler,Jorge Soler,50,0.14,0.126,0.0,1.0,0.0,0.0,2.0,21,7,Cutter,0,2,2,0,2,0,2,0,Standard,Standard,,0.006,-0.218
94,FF,2015-04-05,92.4,2.22,5.31,"Lester, Jon",Matt Holliday,Jon Lester,,foul,,,,,9,"Matt Holliday grounds out, pitcher Jon Lester to first baseman Anthony Rizzo.   Jason Heyward to 3rd.",R,R,L,CHC,STL,S,,,2,2,2015,0.78,1.48,0.7,2.21,,Jason Heyward,,0,3,Top,,,,,David Ross,,150405_200710,-6.26,-134.44,-5.19,11.9,31.42,-15.9,3.67,1.82,,,,92.2,2215.0,6.2,413661,452657,424325,Anthony Rizzo,Tommy La Stella,Mike Olt,Starlin Castro,Chris Coghlan,Dexter Fowler,Jorge Soler,50,,,,,,,,21,6,4-Seam Fastball,0,2,2,0,2,0,2,0,Standard,Standard,,0.0,0.0
97,CU,2015-04-05,76.6,2.33,5.51,"Lester, Jon",Matt Holliday,Jon Lester,,foul,,,,,13,"Matt Holliday grounds out, pitcher Jon Lester to first baseman Anthony Rizzo.   Jason Heyward to 3rd.",R,R,L,CHC,STL,S,,,2,2,2015,-1.32,-0.08,-0.76,1.45,,Jason Heyward,,0,3,Top,,,,,David Ross,,150405_200643,-4.34,-111.47,-0.96,-10.53,23.55,-34.5,3.67,1.82,,,,74.8,2603.0,5.2,413661,452657,424325,Anthony Rizzo,Tommy La Stella,Mike Olt,Starlin Castro,Chris Coghlan,Dexter Fowler,Jorge Soler,50,,,,,,,,21,5,Curveball,0,2,2,0,2,0,2,0,Standard,Standard,,0.0,0.0
99,FC,2015-04-05,87.4,2.48,5.4,"Lester, Jon",Matt Holliday,Jon Lester,,called_strike,,,,,12,"Matt Holliday grounds out, pitcher Jon Lester to first baseman Anthony Rizzo.   Jason Heyward to 3rd.",R,R,L,CHC,STL,S,,,2,1,2015,-0.5,0.91,1.02,3.08,,Jason Heyward,,0,3,Top,,,,,David Ross,,150405_200620,-2.77,-127.33,-1.06,-4.41,26.68,-23.99,3.67,1.82,,,,87.0,2356.0,5.9,413661,452657,424325,Anthony Rizzo,Tommy La Stella,Mike Olt,Starlin Castro,Chris Coghlan,Dexter Fowler,Jorge Soler,50,,,,,,,,21,4,Cutter,0,2,2,0,2,0,2,0,Standard,Standard,,0.0,-0.071
