Unnamed: 0,pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher.1,fielder_2.1,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp
101,FC,2015-04-05,87.8,2.22,5.34,"Lester, Jon",Matt Holliday,Jon Lester,,foul,,,,,8,"Matt Holliday grounds out, pitcher Jon Lester to first baseman Anthony Rizzo.   Jason Heyward to 3rd.",R,R,L,CHC,STL,S,,,2,0,2015,-0.27,1.21,-0.11,1.96,,Jason Heyward,,0,3,Top,,,,,David Ross,,150405_200548,-5.57,-127.75,-4.58,-1.74,22.69,-20.33,3.67,1.82,,,,88.0,2350.0,5.9,413661,452657,424325,Anthony Rizzo,Tommy La Stella,Mike Olt,Starlin Castro,Chris Coghlan,Dexter Fowler,Jorge Soler,50,,,,,,,,21,3,Cutter,0,2,2,0,2,0,2,0,Standard,Standard,,0.0,-0.058
102,FF,2015-04-05,91.1,2.28,5.38,"Lester, Jon",Matt Holliday,Jon Lester,,ball,,,,,12,"Matt Holliday grounds out, pitcher Jon Lester to first baseman Anthony Rizzo.   Jason Heyward to 3rd.",R,R,L,CHC,STL,B,,,1,0,2015,0.63,1.37,0.97,3.35,,Jason Heyward,,0,3,Top,,,,,David Ross,,150405_200523,-5.27,-132.55,-1.93,9.7,30.2,-17.67,3.67,1.82,,,,91.3,2170.0,6.5,413661,452657,424325,Anthony Rizzo,Tommy La Stella,Mike Olt,Starlin Castro,Chris Coghlan,Dexter Fowler,Jorge Soler,50,,,,,,,,21,2,4-Seam Fastball,0,2,2,0,2,0,2,0,Standard,Standard,,0.0,0.056
105,FF,2015-04-05,91.1,2.0,5.52,"Lester, Jon",Matt Holliday,Jon Lester,,ball,,,,,11,"Matt Holliday grounds out, pitcher Jon Lester to first baseman Anthony Rizzo.   Jason Heyward to 3rd.",R,R,L,CHC,STL,B,,,0,0,2015,0.68,1.41,-0.65,4.53,,Jason Heyward,,0,3,Top,,,,,David Ross,,150405_200504,-8.91,-132.42,0.69,10.35,28.65,-17.12,3.67,1.82,,,,90.6,2069.0,5.9,413661,452657,424325,Anthony Rizzo,Tommy La Stella,Mike Olt,Starlin Castro,Chris Coghlan,Dexter Fowler,Jorge Soler,50,,,,,,,,21,1,4-Seam Fastball,0,2,2,0,2,0,2,0,Standard,Standard,,0.0,0.036
107,FF,2015-04-05,91.7,2.14,5.35,"Lester, Jon",Jason Heyward,Jon Lester,double,hit_into_play,,,,,5,"Jason Heyward doubles (2) on a soft fly ball to shortstop Starlin Castro, deflected by left fielder Chris Coghlan.",R,L,L,CHC,STL,X,7.0,fly_ball,0,0,2015,1.07,1.7,0.09,2.47,,,,0,3,Top,87.73,140.52,,,David Ross,,150405_200406,-8.31,-133.27,-5.02,15.34,30.58,-13.36,3.45,1.59,217.0,76.4,50.0,91.3,2308.0,6.1,413661,452657,424325,Anthony Rizzo,Tommy La Stella,Mike Olt,Starlin Castro,Chris Coghlan,Dexter Fowler,Jorge Soler,50,0.087,0.097,1.25,1.0,1.0,1.0,3.0,20,1,4-Seam Fastball,0,2,2,0,2,0,2,0,Standard,Standard,,-0.047,0.631
130,FF,2015-04-05,90.3,-1.03,6.24,"Wainwright, Adam",Jon Lester,Adam Wainwright,strikeout,called_strike,,,,,4,Jon Lester called out on strikes.,R,L,R,CHC,STL,S,2.0,,0,2,2015,-0.09,1.21,-0.32,2.77,Chris Coghlan,,,2,2,Bot,,,,,Yadier Molina,,150405_200125,1.77,-131.46,-5.2,0.45,27.59,-19.75,3.62,1.63,,,,90.5,2134.0,6.2,413661,425794,425877,Matt Adams,Kolten Wong,Matt Carpenter,Jhonny Peralta,Matt Holliday,Jon Jay,Jason Heyward,50,,,0.0,1.0,0.0,0.0,,19,3,4-Seam Fastball,0,2,0,2,2,0,0,2,Strategic,Strategic,,-0.038,-0.268
133,FC,2015-04-05,86.9,-1.25,6.37,"Wainwright, Adam",Jon Lester,Adam Wainwright,,foul,,,,,2,Jon Lester called out on strikes.,R,L,R,CHC,STL,S,,,0,1,2015,0.08,1.01,-0.13,3.07,Chris Coghlan,,,2,2,Bot,,,,,Yadier Molina,,150405_200102,2.33,-126.48,-3.69,2.47,24.4,-22.86,3.62,1.63,21.0,88.8,-8.0,86.9,2470.0,6.0,413661,425794,425877,Matt Adams,Kolten Wong,Matt Carpenter,Jhonny Peralta,Matt Holliday,Jon Jay,Jason Heyward,50,,,,,,,,19,2,Cutter,0,2,0,2,2,0,0,2,Standard,Strategic,,0.0,-0.056
135,FC,2015-04-05,87.3,-1.25,6.31,"Wainwright, Adam",Jon Lester,Adam Wainwright,,called_strike,,,,,6,Jon Lester called out on strikes.,R,L,R,CHC,STL,S,,,0,0,2015,0.23,1.45,0.38,2.8,Chris Coghlan,,,2,2,Bot,,,,,Yadier Molina,,150405_200048,3.23,-126.94,-5.19,4.21,27.02,-17.89,3.62,1.63,,,,,,,413661,425794,425877,Matt Adams,Kolten Wong,Matt Carpenter,Jhonny Peralta,Matt Holliday,Jon Jay,Jason Heyward,50,,,,,,,,19,1,Cutter,0,2,0,2,2,0,0,2,,,,0.0,-0.022
136,FF,2015-04-05,89.8,-1.0,6.2,"Wainwright, Adam",David Ross,Adam Wainwright,field_out,hit_into_play,,,,,6,David Ross flies out to center fielder Jon Jay.   Chris Coghlan to 3rd.,R,R,R,CHC,STL,X,8.0,fly_ball,0,1,2015,-0.35,1.43,0.49,2.33,,Chris Coghlan,,1,2,Bot,135.1,61.78,,,Yadier Molina,,150405_200005,4.33,-130.54,-6.56,-2.66,29.15,-17.34,3.67,1.67,364.0,99.2,31.0,89.9,2270.0,6.4,413661,425794,425877,Matt Adams,Kolten Wong,Matt Carpenter,Jhonny Peralta,Matt Holliday,Jon Jay,Jason Heyward,50,0.42,0.804,0.0,1.0,0.0,0.0,6.0,18,2,4-Seam Fastball,0,2,0,2,2,0,0,2,Standard,Standard,,-0.034,-0.291
139,FC,2015-04-05,87.3,-1.19,6.32,"Wainwright, Adam",David Ross,Adam Wainwright,,foul,,,,,12,David Ross flies out to center fielder Jon Jay.   Chris Coghlan to 3rd.,R,R,R,CHC,STL,S,,,0,0,2015,0.24,1.04,0.86,2.67,,Chris Coghlan,,1,2,Bot,,,,,Yadier Molina,,150405_195944,4.3,-126.97,-4.65,4.36,25.4,-22.52,3.67,1.67,,,,87.1,1300.0,6.0,413661,425794,425877,Matt Adams,Kolten Wong,Matt Carpenter,Jhonny Peralta,Matt Holliday,Jon Jay,Jason Heyward,50,,,,,,,,18,1,Cutter,0,2,0,2,2,0,0,2,Standard,Standard,,0.0,-0.05
141,CU,2015-04-05,77.1,-1.02,6.4,"Wainwright, Adam",Mike Olt,Adam Wainwright,strikeout,swinging_strike_blocked,,,,,14,Mike Olt strikes out swinging.,R,R,R,CHC,STL,S,2.0,,3,2,2015,0.9,-1.08,1.58,0.83,,Chris Coghlan,,0,2,Bot,,,,,Yadier Molina,,150405_195833,3.62,-112.24,-2.4,9.21,24.2,-43.25,3.5,1.57,,,,76.7,2693.0,6.2,413661,425794,425877,Matt Adams,Kolten Wong,Matt Carpenter,Jhonny Peralta,Matt Holliday,Jon Jay,Jason Heyward,50,,,0.0,1.0,0.0,0.0,,17,7,Curveball,0,2,0,2,2,0,0,2,Standard,Standard,,-0.046,-0.483
143,FF,2015-04-05,91.9,-1.11,6.02,"Wainwright, Adam",Mike Olt,Adam Wainwright,,foul,,,,,8,Mike Olt strikes out swinging.,R,R,R,CHC,STL,S,,,3,2,2015,-0.2,1.6,0.03,2.17,,Chris Coghlan,,0,2,Bot,,,,,Yadier Molina,,150405_195802,3.18,-133.67,-7.34,-0.95,31.89,-14.56,3.5,1.57,,,,91.9,2268.0,6.5,413661,425794,425877,Matt Adams,Kolten Wong,Matt Carpenter,Jhonny Peralta,Matt Holliday,Jon Jay,Jason Heyward,50,,,,,,,,17,6,4-Seam Fastball,0,2,0,2,2,0,0,2,Standard,Standard,,0.0,0.0
144,FC,2015-04-05,84.1,-1.65,6.22,"Wainwright, Adam",Mike Olt,Adam Wainwright,,ball,,,,,13,Mike Olt strikes out swinging.,R,R,R,CHC,STL,B,,,2,2,2015,0.33,0.43,-1.57,2.15,,Chris Coghlan,,0,2,Bot,,,,,Yadier Molina,,150405_195739,-0.86,-122.45,-3.71,5.05,23.83,-29.68,3.5,1.57,,,,83.9,2438.0,5.9,413661,425794,425877,Matt Adams,Kolten Wong,Matt Carpenter,Jhonny Peralta,Matt Holliday,Jon Jay,Jason Heyward,50,,,,,,,,17,5,Cutter,0,2,0,2,2,0,0,2,Standard,Standard,,0.0,0.106
146,CU,2015-04-05,78.7,-1.0,6.2,"Wainwright, Adam",Mike Olt,Adam Wainwright,,blocked_ball,,,,,14,Mike Olt strikes out swinging.,R,R,R,CHC,STL,B,,,1,2,2015,0.91,-1.14,1.62,-1.66,,Chris Coghlan,,0,2,Bot,,,,,Yadier Molina,,150405_195711,3.67,-114.34,-7.58,9.6,27.69,-44.08,3.5,1.57,,,,77.6,2822.0,6.2,413661,425794,425877,Matt Adams,Kolten Wong,Matt Carpenter,Jhonny Peralta,Matt Holliday,Jon Jay,Jason Heyward,50,,,,,,,,17,4,Curveball,0,2,0,2,2,0,0,2,Standard,Standard,,0.0,0.054
148,FF,2015-04-05,89.9,-1.3,6.23,"Wainwright, Adam",Mike Olt,Adam Wainwright,,called_strike,,,,,1,Mike Olt strikes out swinging.,R,R,R,CHC,STL,S,,,1,1,2015,-0.17,1.56,-0.65,3.02,,Chris Coghlan,,0,2,Bot,,,,,Yadier Molina,,150405_195646,1.78,-130.79,-5.26,-0.46,27.69,-15.63,3.5,1.57,,,,90.4,2322.0,6.5,413661,425794,425877,Matt Adams,Kolten Wong,Matt Carpenter,Jhonny Peralta,Matt Holliday,Jon Jay,Jason Heyward,50,,,,,,,,17,3,4-Seam Fastball,0,2,0,2,2,0,0,2,Standard,Standard,,0.0,-0.077
152,FC,2015-04-05,86.8,-1.24,6.18,"Wainwright, Adam",Mike Olt,Adam Wainwright,,foul,,,,,8,Mike Olt strikes out swinging.,R,R,R,CHC,STL,S,,,1,0,2015,0.3,0.96,0.07,1.9,,Chris Coghlan,,0,2,Bot,,,,,Yadier Molina,,150405_195623,2.27,-126.25,-6.07,5.02,22.69,-23.39,3.5,1.57,,,,86.9,2446.0,6.0,413661,425794,425877,Matt Adams,Kolten Wong,Matt Carpenter,Jhonny Peralta,Matt Holliday,Jon Jay,Jason Heyward,50,,,,,,,,17,2,Cutter,0,2,0,2,2,0,0,2,Standard,Standard,,0.0,-0.05
156,SI,2015-04-05,90.6,-1.29,5.92,"Wainwright, Adam",Mike Olt,Adam Wainwright,,blocked_ball,,,,,13,Mike Olt strikes out swinging.,R,R,R,CHC,STL,B,,,0,0,2015,-1.42,1.54,-0.87,0.48,,Chris Coghlan,,0,2,Bot,,,,,Yadier Molina,,150405_195603,4.17,-131.43,-10.95,-15.97,31.09,-15.92,3.5,1.57,,,,90.9,2260.0,6.7,413661,425794,425877,Matt Adams,Kolten Wong,Matt Carpenter,Jhonny Peralta,Matt Holliday,Jon Jay,Jason Heyward,50,,,,,,,,17,1,Sinker,0,2,0,2,2,0,0,2,Standard,Standard,,0.0,0.036
157,FC,2015-04-05,87.8,-1.18,6.13,"Wainwright, Adam",Chris Coghlan,Adam Wainwright,double,hit_into_play,,,,,5,Chris Coghlan doubles (1) on a line drive to left fielder Matt Holliday.,R,L,R,CHC,STL,X,7.0,line_drive,2,0,2015,0.26,1.25,-0.22,2.08,,,,0,2,Bot,59.44,122.96,,,Yadier Molina,,150405_195517,1.5,-127.67,-6.28,4.63,25.51,-19.94,3.27,1.47,259.0,85.0,25.0,88.3,2444.0,6.4,413661,425794,425877,Matt Adams,Kolten Wong,Matt Carpenter,Jhonny Peralta,Matt Holliday,Jon Jay,Jason Heyward,50,0.147,0.19,1.25,1.0,1.0,1.0,3.0,16,3,Cutter,0,2,0,2,2,0,0,2,Standard,Standard,,0.066,0.537
166,FF,2015-04-05,90.6,-1.05,6.14,"Wainwright, Adam",Chris Coghlan,Adam Wainwright,,ball,,,,,11,Chris Coghlan doubles (1) on a line drive to left fielder Matt Holliday.,R,L,R,CHC,STL,B,,,1,0,2015,-0.2,1.64,-1.19,2.68,,,,0,2,Bot,,,,,Yadier Molina,,150405_195502,-0.19,-131.81,-6.19,-0.88,29.81,-14.49,3.27,1.47,,,,90.8,2257.0,6.4,413661,425794,425877,Matt Adams,Kolten Wong,Matt Carpenter,Jhonny Peralta,Matt Holliday,Jon Jay,Jason Heyward,50,,,,,,,,16,2,4-Seam Fastball,0,2,0,2,2,0,0,2,Standard,Standard,,0.0,0.062
167,FC,2015-04-05,85.6,-1.09,6.38,"Wainwright, Adam",Chris Coghlan,Adam Wainwright,,ball,,,,,12,Chris Coghlan doubles (1) on a line drive to left fielder Matt Holliday.,R,L,R,CHC,STL,B,,,0,0,2015,0.3,0.82,0.58,3.55,,,,0,2,Bot,,,,,Yadier Molina,,150405_195448,3.14,-124.57,-1.85,4.89,23.91,-25.22,3.27,1.47,,,,85.0,2457.0,5.7,413661,425794,425877,Matt Adams,Kolten Wong,Matt Carpenter,Jhonny Peralta,Matt Holliday,Jon Jay,Jason Heyward,50,,,,,,,,16,1,Cutter,0,2,0,2,2,0,0,2,Standard,Standard,,0.0,0.033
108,FF,2015-04-05,88.7,1.98,5.36,"Lester, Jon",Jason Heyward,Jon Lester,caught_stealing_2b,ball,,,,,11,"Matt Carpenter caught stealing 2nd base, catcher David Ross to shortstop Starlin Castro.",R,L,L,CHC,STL,B,2.0,,0,0,2015,0.83,1.57,-1.11,3.59,Jon Jay,,Matt Carpenter,2,2,Top,,,,,David Ross,,150405_195157,-10.13,-128.84,-1.32,11.53,27.58,-16.03,3.45,1.59,,,,88.9,2224.0,6.4,413661,452657,424325,Anthony Rizzo,Tommy La Stella,Mike Olt,Starlin Castro,Chris Coghlan,Dexter Fowler,Jorge Soler,50,,,0.0,0.0,0.0,0.0,,15,1,4-Seam Fastball,0,2,2,0,2,0,2,0,Standard,Standard,,0.037,-0.457
111,FC,2015-04-05,88.1,2.29,5.32,"Lester, Jon",Matt Carpenter,Jon Lester,single,hit_into_play,,,,,4,Matt Carpenter singles on a line drive to right fielder Jorge Soler.   Kolten Wong scores.    Jon Jay to 3rd.,R,L,L,CHC,STL,X,9.0,line_drive,0,0,2015,-0.09,0.96,-0.39,2.69,Kolten Wong,,Jon Jay,2,2,Top,159.9,115.69,,,David Ross,,150405_195059,-6.87,-128.17,-2.08,0.46,25.8,-23.24,3.56,1.72,187.0,83.6,13.0,88.1,2316.0,6.1,413661,452657,424325,Anthony Rizzo,Tommy La Stella,Mike Olt,Starlin Castro,Chris Coghlan,Dexter Fowler,Jorge Soler,50,0.9,0.829,0.9,1.0,1.0,0.0,4.0,14,1,Cutter,0,1,1,0,2,0,2,0,Standard,Standard,,-0.098,1.026
113,FF,2015-04-05,91.1,2.26,5.27,"Lester, Jon",Adam Wainwright,Jon Lester,strikeout,called_strike,,,,,14,Adam Wainwright called out on strikes.,R,R,L,CHC,STL,S,2.0,,0,2,2015,0.52,1.79,1.24,2.57,Kolten Wong,,Jon Jay,1,2,Top,,,,,David Ross,,150405_195015,-4.25,-132.62,-4.66,8.22,29.87,-12.45,3.61,1.64,,,,90.9,2203.0,6.1,413661,452657,424325,Anthony Rizzo,Tommy La Stella,Mike Olt,Starlin Castro,Chris Coghlan,Dexter Fowler,Jorge Soler,50,,,0.0,1.0,0.0,0.0,,13,6,4-Seam Fastball,0,1,1,0,1,0,1,0,Standard,Standard,,0.06,-0.447
114,CU,2015-04-05,75.5,2.29,5.46,"Lester, Jon",Adam Wainwright,Jon Lester,,foul,,,,,13,Adam Wainwright called out on strikes.,R,R,L,CHC,STL,S,,,0,2,2015,-1.0,-0.18,-1.01,1.42,Kolten Wong,,Jon Jay,1,2,Top,,,,,David Ross,,150405_194946,-5.37,-109.85,-0.54,-7.57,22.02,-35.27,3.61,1.64,,,,73.9,2610.0,5.2,413661,452657,424325,Anthony Rizzo,Tommy La Stella,Mike Olt,Starlin Castro,Chris Coghlan,Dexter Fowler,Jorge Soler,50,,,,,,,,13,5,Curveball,0,1,1,0,1,0,1,0,Standard,Strategic,,0.0,0.0
117,FC,2015-04-05,87.4,2.25,5.25,"Lester, Jon",Adam Wainwright,Jon Lester,,foul,,,,,13,Adam Wainwright called out on strikes.,R,R,L,CHC,STL,S,,,0,2,2015,-0.15,1.09,-0.33,1.43,Kolten Wong,,Jon Jay,1,2,Top,,,,,David Ross,,150405_194920,-6.48,-127.02,-5.31,-0.21,22.25,-21.85,3.61,1.64,,,,87.7,2344.0,6.0,413661,452657,424325,Anthony Rizzo,Tommy La Stella,Mike Olt,Starlin Castro,Chris Coghlan,Dexter Fowler,Jorge Soler,50,,,,,,,,13,4,Cutter,0,1,1,0,1,0,1,0,Standard,Standard,,0.0,0.0
118,FF,2015-04-05,90.2,2.08,5.44,"Lester, Jon",Adam Wainwright,Jon Lester,,foul,,,,,11,Adam Wainwright called out on strikes.,R,R,L,CHC,STL,S,,,0,2,2015,0.37,1.63,-0.61,3.96,Kolten Wong,,Jon Jay,1,2,Top,,,,,David Ross,,150405_194853,-8.15,-131.21,-0.93,6.19,30.72,-14.87,3.61,1.64,,,,89.5,1165.0,6.0,413661,452657,424325,Anthony Rizzo,Tommy La Stella,Mike Olt,Starlin Castro,Chris Coghlan,Dexter Fowler,Jorge Soler,50,,,,,,,,13,3,4-Seam Fastball,0,1,1,0,1,0,1,0,Standard,Standard,,0.0,0.0
120,FC,2015-04-05,89.0,2.28,5.22,"Lester, Jon",Adam Wainwright,Jon Lester,,foul_bunt,,,,,13,Adam Wainwright called out on strikes.,R,R,L,CHC,STL,S,,,0,1,2015,0.12,0.98,-0.16,1.29,Kolten Wong,,Jon Jay,1,2,Top,,,,,David Ross,,150405_194823,-6.82,-129.33,-5.54,3.06,26.94,-22.88,3.61,1.64,,,,88.7,2404.0,6.0,413661,452657,424325,Anthony Rizzo,Tommy La Stella,Mike Olt,Starlin Castro,Chris Coghlan,Dexter Fowler,Jorge Soler,50,,,,,,,,13,2,Cutter,0,1,1,0,1,0,1,0,Standard,Standard,,0.0,-0.124
122,FF,2015-04-05,92.5,2.1,5.31,"Lester, Jon",Adam Wainwright,Jon Lester,,foul_bunt,,,,,7,Adam Wainwright called out on strikes.,R,R,L,CHC,STL,S,,,0,0,2015,0.55,1.77,-0.31,2.22,Kolten Wong,,Jon Jay,1,2,Top,,,,,David Ross,,150405_194748,-8.02,-134.42,-5.82,8.78,32.32,-12.33,3.61,1.64,,,,91.9,2233.0,6.1,413661,452657,424325,Anthony Rizzo,Tommy La Stella,Mike Olt,Starlin Castro,Chris Coghlan,Dexter Fowler,Jorge Soler,50,,,,,,,,13,1,4-Seam Fastball,0,1,1,0,1,0,1,0,,,,0.0,-0.081
124,FC,2015-04-05,87.4,2.22,5.3,"Lester, Jon",Jon Jay,Jon Lester,single,hit_into_play,,,,,4,Jon Jay singles on a line drive to right fielder Jorge Soler.   Kolten Wong to 3rd.,R,L,L,CHC,STL,X,9.0,line_drive,0,2,2015,-0.03,1.01,-0.43,2.44,,,Kolten Wong,1,2,Top,157.52,112.66,,,David Ross,,150405_194658,-6.92,-127.08,-2.68,1.24,23.76,-22.79,3.49,1.58,,,,,,,413661,452657,424325,Anthony Rizzo,Tommy La Stella,Mike Olt,Starlin Castro,Chris Coghlan,Dexter Fowler,Jorge Soler,50,,,0.9,,1.0,0.0,,12,3,Cutter,0,1,1,0,1,0,1,0,,,,-0.057,0.552
127,FF,2015-04-05,91.3,2.13,5.26,"Lester, Jon",Jon Jay,Jon Lester,,foul,,,,,4,Jon Jay singles on a line drive to right fielder Jorge Soler.   Kolten Wong to 3rd.,R,L,L,CHC,STL,S,,,0,1,2015,0.79,1.9,-0.34,2.32,,,Kolten Wong,1,2,Top,,,,,David Ross,,150405_194558,-8.66,-132.61,-5.51,11.6,31.65,-11.2,3.49,1.58,,,,,,,413661,452657,424325,Anthony Rizzo,Tommy La Stella,Mike Olt,Starlin Castro,Chris Coghlan,Dexter Fowler,Jorge Soler,50,,,,,,,,12,2,4-Seam Fastball,0,1,1,0,1,0,1,0,,,,0.0,-0.057
128,FF,2015-04-05,91.1,2.04,5.29,"Lester, Jon",Jon Jay,Jon Lester,,foul,,,,,1,Jon Jay singles on a line drive to right fielder Jorge Soler.   Kolten Wong to 3rd.,R,L,L,CHC,STL,S,,,0,0,2015,0.87,1.82,-0.33,2.9,,,Kolten Wong,1,2,Top,,,,,David Ross,,150405_194533,-8.56,-132.4,-3.85,12.56,31.03,-12.21,3.49,1.58,,,,,,,413661,452657,424325,Anthony Rizzo,Tommy La Stella,Mike Olt,Starlin Castro,Chris Coghlan,Dexter Fowler,Jorge Soler,50,,,,,,,,12,1,4-Seam Fastball,0,1,1,0,1,0,1,0,,,,0.0,-0.043
131,FF,2015-04-05,89.6,2.1,5.43,"Lester, Jon",Kolten Wong,Jon Lester,walk,ball,,,,,12,Kolten Wong walks.,R,L,L,CHC,STL,B,,,3,2,2015,0.6,1.66,0.66,3.82,,,,1,2,Top,,,,,David Ross,,150405_194455,-5.46,-130.37,-1.28,8.97,27.74,-14.63,3.13,1.45,,,,,,,413661,452657,424325,Anthony Rizzo,Tommy La Stella,Mike Olt,Starlin Castro,Chris Coghlan,Dexter Fowler,Jorge Soler,50,,,0.7,1.0,0.0,0.0,,11,7,4-Seam Fastball,0,1,1,0,1,0,1,0,,,,-0.023,0.209
132,FF,2015-04-05,92.0,2.17,5.29,"Lester, Jon",Kolten Wong,Jon Lester,,foul,,,,,5,Kolten Wong walks.,R,L,L,CHC,STL,S,,,3,2,2015,0.58,1.91,0.25,1.98,,,,1,2,Top,,,,,David Ross,,150405_194425,-6.8,-133.69,-6.67,9.21,31.11,-10.72,3.13,1.45,,,,,,,413661,452657,424325,Anthony Rizzo,Tommy La Stella,Mike Olt,Starlin Castro,Chris Coghlan,Dexter Fowler,Jorge Soler,50,,,,,,,,11,6,4-Seam Fastball,0,1,1,0,1,0,1,0,,,,0.0,0.0
134,FF,2015-04-05,91.0,2.11,5.27,"Lester, Jon",Kolten Wong,Jon Lester,,swinging_strike,,,,,5,Kolten Wong walks.,R,L,L,CHC,STL,S,,,3,1,2015,0.43,1.78,-0.2,2.14,,,,1,2,Top,,,,,David Ross,,150405_194409,-7.41,-132.28,-5.75,7.1,28.2,-12.57,3.13,1.45,,,,,,,413661,452657,424325,Anthony Rizzo,Tommy La Stella,Mike Olt,Starlin Castro,Chris Coghlan,Dexter Fowler,Jorge Soler,50,,,,,,,,11,5,4-Seam Fastball,0,1,1,0,1,0,1,0,,,,0.0,-0.054
137,FF,2015-04-05,92.3,2.07,5.17,"Lester, Jon",Kolten Wong,Jon Lester,,ball,,,,,13,Kolten Wong walks.,R,L,L,CHC,STL,B,,,2,1,2015,0.71,1.67,-0.51,1.3,,,,1,2,Top,,,,,David Ross,,150405_194348,-8.86,-133.96,-7.63,10.87,30.2,-13.58,3.13,1.45,,,,,,,413661,452657,424325,Anthony Rizzo,Tommy La Stella,Mike Olt,Starlin Castro,Chris Coghlan,Dexter Fowler,Jorge Soler,50,,,,,,,,11,4,4-Seam Fastball,0,1,1,0,1,0,1,0,,,,0.0,0.075
138,CU,2015-04-05,76.1,2.25,5.62,"Lester, Jon",Kolten Wong,Jon Lester,,ball,,,,,11,Kolten Wong walks.,R,L,L,CHC,STL,B,,,1,1,2015,-1.15,-0.04,-1.33,3.18,,,,1,2,Top,,,,,David Ross,,150405_194325,-5.74,-110.68,2.48,-9.16,19.22,-34.18,3.13,1.45,,,,,,,413661,452657,424325,Anthony Rizzo,Tommy La Stella,Mike Olt,Starlin Castro,Chris Coghlan,Dexter Fowler,Jorge Soler,50,,,,,,,,11,3,Curveball,0,1,1,0,1,0,1,0,,,,0.0,0.031
140,FF,2015-04-05,93.4,1.96,5.24,"Lester, Jon",Kolten Wong,Jon Lester,,ball,,,,,13,Kolten Wong walks.,R,L,L,CHC,STL,B,,,0,1,2015,0.65,1.61,-1.49,1.78,,,,1,2,Top,,,,,David Ross,,150405_194309,-11.11,-135.48,-6.58,10.3,32.47,-14.0,3.13,1.45,,,,,,,413661,452657,424325,Anthony Rizzo,Tommy La Stella,Mike Olt,Starlin Castro,Chris Coghlan,Dexter Fowler,Jorge Soler,50,,,,,,,,11,2,4-Seam Fastball,0,1,1,0,1,0,1,0,,,,0.0,0.017
142,FF,2015-04-05,91.8,2.07,5.3,"Lester, Jon",Kolten Wong,Jon Lester,,swinging_strike,,,,,4,Kolten Wong walks.,R,L,L,CHC,STL,S,,,0,0,2015,0.58,1.54,-0.51,2.54,,,,1,2,Top,,,,,David Ross,,150405_194255,-8.57,-133.4,-4.36,9.24,28.47,-15.28,3.13,1.45,,,,,,,413661,452657,424325,Anthony Rizzo,Tommy La Stella,Mike Olt,Starlin Castro,Chris Coghlan,Dexter Fowler,Jorge Soler,50,,,,,,,,11,1,4-Seam Fastball,0,1,1,0,1,0,1,0,,,,0.0,-0.025
145,FF,2015-04-05,92.0,2.28,5.3,"Lester, Jon",Yadier Molina,Jon Lester,strikeout,swinging_strike,,,,,14,Yadier Molina strikes out swinging.,R,R,L,CHC,STL,S,2.0,,1,2,2015,0.62,1.94,1.25,2.26,,,,0,2,Top,,,,,David Ross,,150405_194223,-4.54,-133.89,-6.07,9.64,31.11,-10.23,3.51,1.57,,,,,,,413661,452657,424325,Anthony Rizzo,Tommy La Stella,Mike Olt,Starlin Castro,Chris Coghlan,Dexter Fowler,Jorge Soler,50,,,0.0,1.0,0.0,0.0,,10,4,4-Seam Fastball,0,1,1,0,1,0,1,0,,,,0.02,-0.165
147,CH,2015-04-05,83.7,2.09,5.37,"Lester, Jon",Yadier Molina,Jon Lester,,swinging_strike,,,,,8,Yadier Molina strikes out swinging.,R,R,L,CHC,STL,S,,,1,1,2015,1.43,0.84,-0.03,1.78,,,,0,2,Top,,,,,David Ross,,150405_194206,-8.54,-121.5,-3.27,16.67,25.54,-25.45,3.51,1.57,,,,,,,413661,452657,424325,Anthony Rizzo,Tommy La Stella,Mike Olt,Starlin Castro,Chris Coghlan,Dexter Fowler,Jorge Soler,50,,,,,,,,10,3,Changeup,0,1,1,0,1,0,1,0,,,,0.0,-0.05
