,pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher.1,fielder_2.1,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,y
4299164,FF,2021-06-22,90.1,1.86,5.91,"Rodriguez, Eduardo",Yandy Diaz,Eduardo Rodriguez,,called_strike,,,,,9.0,Yandy Diaz reaches on a fielding error by third baseman Rafael Devers.,R,R,L,TB,BOS,S,,,0,0,2021,0.57,1.44,0.67,2.07,,,,0,1,Bot,,,,,Christian Vazquez,,,-4.160446654435376,-131.07334587984056,-6.629488324373998,7.440668144638932,27.49663848312593,-14.364223731240346,3.39,1.58,,,,89.9,2038.0,6.2,633519,593958,543877,Bobby Dalbec,Enrique Hernandez,Rafael Devers,Xander Bogaerts,Alex Verdugo,Danny Santana,Hunter Renfroe,54.33,,,,,,,,6,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,152.0,0.0,-0.038,called_strike
4299165,FC,2021-06-22,88.1,1.84,5.76,"Rodriguez, Eduardo",Yandy Diaz,Eduardo Rodriguez,field_error,hit_into_play,,,,,13.0,Yandy Diaz reaches on a fielding error by third baseman Rafael Devers.,R,R,L,TB,BOS,X,5.0,ground_ball,0,1,2021,-0.03,0.95,-0.86,2.36,,,,0,1,Bot,98.91,153.01,,,Christian Vazquez,,,-6.491140642674078,-128.22081936065163,-4.174712977044875,0.8780368124615214,24.638643466223822,-20.981875700310123,3.47,1.59,74.0,70.9,6.0,88.6,2154.0,6.4,633519,593958,543877,Bobby Dalbec,Enrique Hernandez,Rafael Devers,Xander Bogaerts,Alex Verdugo,Danny Santana,Hunter Renfroe,54.1,0.243,0.244,0.9,1.0,0.0,0.0,2.0,6,2,Cutter,0,0,0,0,0,0,0,0,Standard,Strategic,155.0,0.036,0.468,field_error
4299166,FC,2021-06-22,87.4,1.92,5.79,"Rodriguez, Eduardo",Wander Franco,Eduardo Rodriguez,,foul,,,,,4.0,Wander Franco walks.   Yandy Diaz to 2nd.,R,R,L,TB,BOS,S,,,0,0,2021,-0.34,0.84,-0.67,2.64,,,Yandy Díaz,0,1,Bot,,,,,Christian Vazquez,,,-5.540158430808448,-127.19849819631926,-3.186188902076012,-2.6442715258637146,25.06910671128066,-22.5535246716702,3.3,1.5,4.0,92.0,-39.0,87.4,2205.0,6.2,633519,593958,543877,Bobby Dalbec,Enrique Hernandez,Rafael Devers,Xander Bogaerts,Alex Verdugo,Danny Santana,Hunter Renfroe,54.34,,,,,,,,7,1,Cutter,0,0,0,0,0,0,0,0,Standard,Standard,161.0,0.0,-0.058,foul
4299167,FF,2021-06-22,91.9,1.84,5.82,"Rodriguez, Eduardo",Wander Franco,Eduardo Rodriguez,,foul,,,,,2.0,Wander Franco walks.   Yandy Diaz to 2nd.,R,R,L,TB,BOS,S,,,0,1,2021,0.62,1.42,-0.13,3.06,,,Yandy Díaz,0,1,Bot,,,,,Christian Vazquez,,,-6.319438000462943,-133.68225396396176,-4.1742091987877945,8.842662780600973,28.923614243584616,-14.495350111242782,3.3,1.5,148.0,71.2,72.0,91.5,2200.0,6.1,633519,593958,543877,Bobby Dalbec,Enrique Hernandez,Rafael Devers,Xander Bogaerts,Alex Verdugo,Danny Santana,Hunter Renfroe,54.42,,,,,,,,7,2,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,143.0,0.0,-0.088,foul
4299168,FF,2021-06-22,92.3,1.8,5.84,"Rodriguez, Eduardo",Wander Franco,Eduardo Rodriguez,,ball,,,,,12.0,Wander Franco walks.   Yandy Diaz to 2nd.,R,R,L,TB,BOS,B,,,0,2,2021,0.82,1.37,0.78,4.06,,,Yandy Díaz,0,1,Bot,,,,,Christian Vazquez,,,-4.337484752327656,-134.395614408665,-1.7131621172320133,10.899754566720254,28.47448012593806,-15.363964604513075,3.23,1.38,,,,91.9,2108.0,6.0,633519,593958,543877,Bobby Dalbec,Enrique Hernandez,Rafael Devers,Xander Bogaerts,Alex Verdugo,Danny Santana,Hunter Renfroe,54.51,,,,,,,,7,3,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,137.0,0.0,0.031,ball
4299169,FC,2021-06-22,86.7,2.06,5.6,"Rodriguez, Eduardo",Wander Franco,Eduardo Rodriguez,,ball,,,,,12.0,Wander Franco walks.   Yandy Diaz to 2nd.,R,R,L,TB,BOS,B,,,1,2,2021,-0.2,0.91,1.52,2.39,,,Yandy Díaz,0,1,Bot,,,,,Christian Vazquez,,,-0.8909236433800272,-126.41048080831688,-3.418719808768804,-1.9654222421980885,23.45780009447984,-21.915024685569428,3.2,1.38,,,,87.3,2091.0,6.4,633519,593958,543877,Bobby Dalbec,Enrique Hernandez,Rafael Devers,Xander Bogaerts,Alex Verdugo,Danny Santana,Hunter Renfroe,54.12,,,,,,,,7,4,Cutter,0,0,0,0,0,0,0,0,Standard,Standard,171.0,0.0,0.062,ball
4299170,FC,2021-06-22,88.2,2.01,5.56,"Rodriguez, Eduardo",Wander Franco,Eduardo Rodriguez,,ball,,,,,12.0,Wander Franco walks.   Yandy Diaz to 2nd.,R,R,L,TB,BOS,B,,,2,2,2021,0.09,0.86,1.18,2.41,,,Yandy Díaz,0,1,Bot,,,,,Christian Vazquez,,,-2.2030335156928675,-128.40495942988312,-3.3829257520142364,1.4706381314669934,26.12211567608897,-22.119376616818915,3.11,1.35,,,,88.5,2167.0,6.4,633519,593958,543877,Bobby Dalbec,Enrique Hernandez,Rafael Devers,Xander Bogaerts,Alex Verdugo,Danny Santana,Hunter Renfroe,54.1,,,,,,,,7,5,Cutter,0,0,0,0,0,0,0,0,Standard,Standard,162.0,0.0,0.174,ball
4299171,CH,2021-06-22,82.8,1.83,5.74,"Rodriguez, Eduardo",Wander Franco,Eduardo Rodriguez,walk,ball,,,,,12.0,Wander Franco walks.   Yandy Diaz to 2nd.,R,R,L,TB,BOS,B,,,3,2,2021,1.59,0.48,1.8,2.57,,,Yandy Díaz,0,1,Bot,,,,,Christian Vazquez,,,-3.2010419563450765,-120.56515504835016,-1.6712415869942865,16.140268955874962,25.00185650216279,-27.397023171094705,3.14,1.32,,,,82.8,1759.0,6.4,633519,593958,543877,Bobby Dalbec,Enrique Hernandez,Rafael Devers,Xander Bogaerts,Alex Verdugo,Danny Santana,Hunter Renfroe,54.07,,,0.7,1.0,0.0,0.0,,7,6,Changeup,0,0,0,0,0,0,0,0,Standard,Standard,124.0,0.051,0.506,walk
4299172,SI,2021-06-22,92.0,1.66,5.82,"Rodriguez, Eduardo",Austin Meadows,Eduardo Rodriguez,,called_strike,,,,,9.0,Austin Meadows flies out to center fielder Danny Santana.,R,L,L,TB,BOS,S,,,0,0,2021,1.4,1.38,0.34,1.64,,Yandy Díaz,Wander Franco,0,1,Bot,,,,,Christian Vazquez,,,-6.383894336638108,-133.60425353317282,-7.751915854588387,18.16069294283725,29.36646393300401,-14.090701025017877,3.32,1.58,,,,91.9,2225.0,6.4,633519,593958,543877,Bobby Dalbec,Enrique Hernandez,Rafael Devers,Xander Bogaerts,Alex Verdugo,Danny Santana,Hunter Renfroe,54.1,,,,,,,,8,1,Sinker,0,0,0,0,0,0,0,0,Infield shift,Standard,148.0,0.0,-0.101,called_strike
4299173,FC,2021-06-22,88.2,1.63,5.73,"Rodriguez, Eduardo",Austin Meadows,Eduardo Rodriguez,,ball,,,,,13.0,Austin Meadows flies out to center fielder Danny Santana.,R,L,L,TB,BOS,B,,,0,1,2021,0.0,1.17,-1.44,0.9,,Yandy Díaz,Wander Franco,0,1,Bot,,,,,Christian Vazquez,,,-7.512774526209413,-128.10277407657225,-8.124795606454668,1.4883390215211318,24.81809089988011,-17.75833428220101,3.35,1.58,,,,88.7,2115.0,6.6,633519,593958,543877,Bobby Dalbec,Enrique Hernandez,Rafael Devers,Xander Bogaerts,Alex Verdugo,Danny Santana,Hunter Renfroe,53.92,,,,,,,,8,2,Cutter,0,0,0,0,0,0,0,0,Infield shift,Standard,154.0,0.0,0.084,ball
4299174,FF,2021-06-22,92.7,1.66,5.8,"Rodriguez, Eduardo",Austin Meadows,Eduardo Rodriguez,,foul,,,,,13.0,Austin Meadows flies out to center fielder Danny Santana.,R,L,L,TB,BOS,S,,,1,1,2021,0.77,1.58,-1.12,2.21,,Yandy Díaz,Wander Franco,0,1,Bot,,,,,Christian Vazquez,,,-8.794818218333546,-134.51547890657184,-6.813296659315359,11.25886699104884,30.117289975338807,-11.634910683943254,3.49,1.6,202.0,73.0,25.0,92.7,2231.0,6.5,633519,593958,543877,Bobby Dalbec,Enrique Hernandez,Rafael Devers,Xander Bogaerts,Alex Verdugo,Danny Santana,Hunter Renfroe,54.01,,,,,,,,8,3,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shift,Standard,130.0,0.0,-0.126,foul
4299175,FF,2021-06-22,92.2,1.85,5.8,"Rodriguez, Eduardo",Austin Meadows,Eduardo Rodriguez,,ball,,,,,11.0,Austin Meadows flies out to center fielder Danny Santana.,R,L,L,TB,BOS,B,,,1,2,2021,0.58,1.48,-0.15,4.13,,Yandy Díaz,Wander Franco,0,1,Bot,,,,,Christian Vazquez,,,-6.334524485790005,-134.11262585954316,-1.6299633478937992,8.320706815057571,28.562716911335624,-14.150945016866885,3.32,1.54,,,,92.3,2119.0,6.3,633519,593958,543877,Bobby Dalbec,Enrique Hernandez,Rafael Devers,Xander Bogaerts,Alex Verdugo,Danny Santana,Hunter Renfroe,54.19,,,,,,,,8,4,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shift,Standard,146.0,0.0,0.099,ball
4299176,FF,2021-06-22,92.4,1.81,5.76,"Rodriguez, Eduardo",Austin Meadows,Eduardo Rodriguez,field_out,hit_into_play,,,,,4.0,Austin Meadows flies out to center fielder Danny Santana.,R,L,L,TB,BOS,X,8.0,fly_ball,2,2,2021,0.67,1.21,-0.79,2.78,,Yandy Díaz,Wander Franco,0,1,Bot,112.59,79.86,,,Christian Vazquez,,,-8.097352466081237,-134.27953821459937,-4.43171749848331,9.84134214466434,28.130860523615294,-16.752376428996293,3.49,1.6,298.0,84.6,40.0,92.6,2101.0,6.4,633519,593958,543877,Bobby Dalbec,Enrique Hernandez,Rafael Devers,Xander Bogaerts,Alex Verdugo,Danny Santana,Hunter Renfroe,54.07,0.011,0.016,0.0,1.0,0.0,0.0,3.0,8,5,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shift,Standard,150.0,-0.049,-0.496,field_out
4299177,CH,2021-06-22,85.3,1.82,5.73,"Rodriguez, Eduardo",Randy Arozarena,Eduardo Rodriguez,,ball,,,,,14.0,Randy Arozarena singles on a ground ball to shortstop Xander Bogaerts.   Yandy Diaz to 3rd.    Wander Franco to 2nd.,R,R,L,TB,BOS,B,,,0,0,2021,1.5,0.37,0.99,2.27,,Yandy Díaz,Wander Franco,1,1,Bot,,,,,Christian Vazquez,,,-4.986355402929252,-124.07296159091791,-2.566580328836502,16.501365620398214,25.70092658375555,-28.00631136346337,3.32,1.53,,,,85.3,1779.0,6.4,633519,593958,543877,Bobby Dalbec,Enrique Hernandez,Rafael Devers,Xander Bogaerts,Alex Verdugo,Danny Santana,Hunter Renfroe,54.1,,,,,,,,9,1,Changeup,0,0,0,0,0,0,0,0,Standard,Standard,124.0,0.0,0.093,ball
4299178,CH,2021-06-22,84.9,1.67,5.84,"Rodriguez, Eduardo",Randy Arozarena,Eduardo Rodriguez,,swinging_strike,,,,,9.0,Randy Arozarena singles on a ground ball to shortstop Xander Bogaerts.   Yandy Diaz to 3rd.    Wander Franco to 2nd.,R,R,L,TB,BOS,S,,,1,0,2021,1.42,0.51,0.45,1.57,,Yandy Díaz,Wander Franco,1,1,Bot,,,,,Christian Vazquez,,,-5.704219954395643,-123.40620691332516,-4.6473669647280005,15.607605559329338,25.938200993258658,-26.235821000259417,3.32,1.51,,,,84.7,1725.0,6.4,633519,593958,543877,Bobby Dalbec,Enrique Hernandez,Rafael Devers,Xander Bogaerts,Alex Verdugo,Danny Santana,Hunter Renfroe,54.13,,,,,,,,9,2,Changeup,0,0,0,0,0,0,0,0,Standard,Standard,133.0,0.0,-0.104,swinging_strike
4299179,FF,2021-06-22,92.7,1.88,5.72,"Rodriguez, Eduardo",Randy Arozarena,Eduardo Rodriguez,,foul,,,,,2.0,Randy Arozarena singles on a ground ball to shortstop Xander Bogaerts.   Yandy Diaz to 3rd.    Wander Franco to 2nd.,R,R,L,TB,BOS,S,,,1,1,2021,0.7,1.42,-0.16,3.09,,Yandy Díaz,Wander Franco,1,1,Bot,,,,,Christian Vazquez,,,-6.748397089116631,-134.78392191291923,-4.015505883095516,9.968857866542711,29.51337047091632,-14.235573512807331,3.32,1.51,137.0,72.7,73.0,92.7,2166.0,6.4,633519,593958,543877,Bobby Dalbec,Enrique Hernandez,Rafael Devers,Xander Bogaerts,Alex Verdugo,Danny Santana,Hunter Renfroe,54.15,,,,,,,,9,3,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,132.0,0.0,-0.123,foul
4299180,FF,2021-06-22,93.1,1.72,5.72,"Rodriguez, Eduardo",Randy Arozarena,Eduardo Rodriguez,,ball,,,,,11.0,Randy Arozarena singles on a ground ball to shortstop Xander Bogaerts.   Yandy Diaz to 3rd.    Wander Franco to 2nd.,R,R,L,TB,BOS,B,,,1,2,2021,0.51,1.21,-0.82,3.87,,Yandy Díaz,Wander Franco,1,1,Bot,,,,,Christian Vazquez,,,-7.649523883437853,-135.38458668002465,-1.6617562241635009,7.954146207022005,28.74522102328413,-17.077476144177172,3.32,1.54,,,,93.1,2147.0,6.3,633519,593958,543877,Bobby Dalbec,Enrique Hernandez,Rafael Devers,Xander Bogaerts,Alex Verdugo,Danny Santana,Hunter Renfroe,54.22,,,,,,,,9,4,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,139.0,0.0,0.087,ball
4299181,CH,2021-06-22,85.7,1.73,5.68,"Rodriguez, Eduardo",Randy Arozarena,Eduardo Rodriguez,single,hit_into_play,,,,,14.0,Randy Arozarena singles on a ground ball to shortstop Xander Bogaerts.   Yandy Diaz to 3rd.    Wander Franco to 2nd.,R,R,L,TB,BOS,X,6.0,ground_ball,2,2,2021,1.33,0.68,1.26,2.18,,Yandy Díaz,Wander Franco,1,1,Bot,108.09,152.93,,,Christian Vazquez,,,-3.827080792164808,-124.70044641653844,-3.392554374546159,14.661903303949432,24.81318315758595,-24.595719964543715,3.32,1.51,1.0,81.3,-60.0,86.0,1722.0,6.5,633519,593958,543877,Bobby Dalbec,Enrique Hernandez,Rafael Devers,Xander Bogaerts,Alex Verdugo,Danny Santana,Hunter Renfroe,54.02,0.323,0.307,0.9,1.0,1.0,0.0,2.0,9,5,Changeup,0,0,0,0,0,0,0,0,Standard,Standard,132.0,0.058,0.981,single
4299182,CH,2021-06-22,86.1,2.04,5.74,"Rodriguez, Eduardo",Manuel Margot,Eduardo Rodriguez,,ball,,,,,14.0,Manuel Margot pops out to first baseman Bobby Dalbec on the infield fly rule.,R,R,L,TB,BOS,B,,,0,0,2021,1.65,0.33,1.09,1.48,Yandy Díaz,Wander Franco,Randy Arozarena,1,1,Bot,,,,,Christian Vazquez,,,-5.619674193890966,-125.19710748079191,-4.459940392860167,18.51891051958681,28.40722917587762,-27.921063230337985,3.32,1.57,,,,85.8,1762.0,6.4,633519,593958,543877,Bobby Dalbec,Enrique Hernandez,Rafael Devers,Xander Bogaerts,Alex Verdugo,Danny Santana,Hunter Renfroe,54.05,,,,,,,,10,1,Changeup,0,0,0,0,0,0,0,0,Standard,Standard,130.0,0.0,0.128,ball
4299183,CH,2021-06-22,84.6,1.77,5.76,"Rodriguez, Eduardo",Manuel Margot,Eduardo Rodriguez,field_out,hit_into_play,,,,,5.0,Manuel Margot pops out to first baseman Bobby Dalbec on the infield fly rule.,R,R,L,TB,BOS,X,3.0,popup,1,0,2021,1.57,0.67,0.12,2.69,Yandy Díaz,Wander Franco,Randy Arozarena,1,1,Bot,144.26,165.99,,,Christian Vazquez,,,-6.981035332033774,-122.8987981520808,-2.082857708121083,17.279677726199697,26.234554681656096,-25.1835912213192,3.32,1.51,100.0,83.4,71.0,84.3,1862.0,6.4,633519,593958,543877,Bobby Dalbec,Enrique Hernandez,Rafael Devers,Xander Bogaerts,Alex Verdugo,Danny Santana,Hunter Renfroe,54.14,0.003,0.003,0.0,1.0,0.0,0.0,3.0,10,2,Changeup,0,0,0,0,0,0,0,0,Standard,Standard,133.0,-0.072,-0.682,field_out
4299184,FF,2021-06-22,94.1,1.9,5.68,"Rodriguez, Eduardo",Francisco Mejia,Eduardo Rodriguez,,called_strike,,,,,7.0,Francisco Mejia singles on a ground ball to shortstop Xander Bogaerts.   Yandy Diaz scores.    Wander Franco scores.    Randy Arozarena to 3rd.    Francisco Mejia to 2nd.  Throwing error by shortstop Xander Bogaerts.,R,R,L,TB,BOS,S,,,0,0,2021,0.68,1.45,-0.78,1.9,Yandy Díaz,Wander Franco,Randy Arozarena,2,1,Bot,,,,,Christian Vazquez,,,-8.46062611023255,-136.64580172778375,-7.228024638237507,10.5056515333437,32.29737934690902,-12.610413425760507,3.26,1.45,,,,93.7,2172.0,6.4,633519,593958,543877,Bobby Dalbec,Enrique Hernandez,Rafael Devers,Xander Bogaerts,Alex Verdugo,Danny Santana,Hunter Renfroe,54.14,,,,,,,,11,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,140.0,0.0,-0.136,called_strike
4299185,FF,2021-06-22,94.5,1.85,5.61,"Rodriguez, Eduardo",Francisco Mejia,Eduardo Rodriguez,single,hit_into_play,,,,,7.0,Francisco Mejia singles on a ground ball to shortstop Xander Bogaerts.   Yandy Diaz scores.    Wander Franco scores.    Randy Arozarena to 3rd.    Francisco Mejia to 2nd.  Throwing error by shortstop Xander Bogaerts.,R,R,L,TB,BOS,X,6.0,ground_ball,0,1,2021,0.68,1.24,-0.78,1.88,Yandy Díaz,Wander Franco,Randy Arozarena,2,1,Bot,92.54,143.21,,,Christian Vazquez,,,-8.340336580745019,-137.21249451545518,-6.728437798167558,10.489762985616276,32.848419736082654,-15.132574246445747,3.26,1.48,125.0,66.6,13.0,93.9,2199.0,6.2,633519,593958,543877,Bobby Dalbec,Enrique Hernandez,Rafael Devers,Xander Bogaerts,Alex Verdugo,Danny Santana,Hunter Renfroe,54.25,0.32,0.288,0.9,1.0,1.0,0.0,2.0,11,2,4-Seam Fastball,0,0,0,0,0,2,2,0,Standard,Standard,127.0,0.174,1.634,single
4299186,FF,2021-06-22,94.5,1.72,5.85,"Rodriguez, Eduardo",Brandon Lowe,Eduardo Rodriguez,,called_strike,,,,,4.0,Brandon Lowe called out on strikes.,R,L,L,TB,BOS,S,,,0,0,2021,0.57,1.37,-0.7,2.42,Randy Arozarena,Francisco Mejía,,2,1,Bot,,,,,Christian Vazquez,,,-7.578307765730901,-137.25885942731898,-6.272060549938978,8.880218712509086,30.769587301368333,-13.655361652779831,3.3,1.47,,,,94.4,2176.0,6.3,633519,593958,543877,Bobby Dalbec,Enrique Hernandez,Rafael Devers,Xander Bogaerts,Alex Verdugo,Danny Santana,Hunter Renfroe,54.16,,,,,,,,12,1,4-Seam Fastball,2,0,2,0,0,2,2,0,Standard,Standard,123.0,0.0,-0.123,called_strike
4299187,FC,2021-06-22,90.6,1.76,5.62,"Rodriguez, Eduardo",Brandon Lowe,Eduardo Rodriguez,,ball,,,,,13.0,Brandon Lowe called out on strikes.,R,L,L,TB,BOS,B,,,0,1,2021,-0.07,0.75,-1.99,1.07,Randy Arozarena,Francisco Mejía,,2,1,Bot,,,,,Christian Vazquez,,,-9.230676806410514,-131.5708129605574,-7.074062587037348,1.1429031250895854,27.3936224744753,-22.06253581903123,3.22,1.46,,,,90.8,2260.0,6.5,633519,593958,543877,Bobby Dalbec,Enrique Hernandez,Rafael Devers,Xander Bogaerts,Alex Verdugo,Danny Santana,Hunter Renfroe,54.0,,,,,,,,12,2,Cutter,2,0,2,0,0,2,2,0,Standard,Standard,150.0,0.0,0.075,ball
4299188,FF,2021-06-22,93.9,1.61,5.76,"Rodriguez, Eduardo",Brandon Lowe,Eduardo Rodriguez,,swinging_strike,,,,,11.0,Brandon Lowe called out on strikes.,R,L,L,TB,BOS,S,,,1,1,2021,0.45,1.43,-1.12,3.04,Randy Arozarena,Francisco Mejía,,2,1,Bot,,,,,Christian Vazquez,,,-8.078539163093101,-136.49299417929114,-4.47797515367277,7.346938767291929,29.355328004915147,-13.537925766985907,3.3,1.5,,,,94.2,2174.0,6.5,633519,593958,543877,Bobby Dalbec,Enrique Hernandez,Rafael Devers,Xander Bogaerts,Alex Verdugo,Danny Santana,Hunter Renfroe,54.02,,,,,,,,12,3,4-Seam Fastball,2,0,2,0,0,2,2,0,Standard,Standard,147.0,0.0,-0.174,swinging_strike
4299189,SI,2021-06-22,93.8,1.49,5.83,"Rodriguez, Eduardo",Brandon Lowe,Eduardo Rodriguez,strikeout,called_strike,,,,,4.0,Brandon Lowe called out on strikes.,R,L,L,TB,BOS,S,2.0,,1,2,2021,1.45,0.92,-0.72,2.26,Randy Arozarena,Francisco Mejía,,2,1,Bot,,,,,Christian Vazquez,,,-8.937913175437489,-136.17653187098054,-5.472253658500961,20.10437332851281,32.238947482336094,-19.664738755236105,3.31,1.52,,,,93.6,2236.0,6.5,633519,593958,543877,Bobby Dalbec,Enrique Hernandez,Rafael Devers,Xander Bogaerts,Alex Verdugo,Danny Santana,Hunter Renfroe,54.01,,,0.0,1.0,0.0,0.0,,12,4,Sinker,2,0,2,0,0,2,2,0,Standard,Standard,148.0,-0.039,-0.357,strikeout
4299190,SI,2021-06-22,85.7,2.53,5.67,"Yarbrough, Ryan",Hunter Renfroe,Ryan Yarbrough,,called_strike,,,,,14.0,Hunter Renfroe pops out to first baseman Yandy Diaz in foul territory.,R,R,L,TB,BOS,S,,,0,0,2021,0.97,1.18,0.26,1.45,,,,0,2,Top,,,,,Francisco Mejia,,,-7.373977897342186,-124.40394957471926,-6.003012836231856,11.598894573831018,28.026097338437264,-18.893401321583067,3.47,1.62,,,,85.7,1816.0,6.7,633519,642232,642336,Yandy Diaz,Brandon Lowe,Wander Franco,Taylor Walls,Randy Arozarena,Kevin Kiermaier,Manuel Margot,53.81,,,,,,,,13,1,Sinker,2,0,0,2,0,2,0,2,Infield shift,Standard,125.0,0.0,-0.038,called_strike
4299191,CH,2021-06-22,78.2,2.67,5.36,"Yarbrough, Ryan",Hunter Renfroe,Ryan Yarbrough,,ball,,,,,14.0,Hunter Renfroe pops out to first baseman Yandy Diaz in foul territory.,R,R,L,TB,BOS,B,,,0,1,2021,1.49,0.66,1.14,1.1,,,,0,2,Top,,,,,Francisco Mejia,,,-6.098687467107246,-113.5601905111971,-3.4063688830749546,14.040767314778282,24.67416943617944,-26.071620160727,3.51,1.55,,,,78.1,2023.0,6.8,633519,642232,642336,Yandy Diaz,Brandon Lowe,Wander Franco,Taylor Walls,Randy Arozarena,Kevin Kiermaier,Manuel Margot,53.72,,,,,,,,13,2,Changeup,2,0,0,2,0,2,0,2,Infield shift,Strategic,102.0,0.0,0.027,ball
4299192,FC,2021-06-22,85.0,3.07,5.01,"Yarbrough, Ryan",Hunter Renfroe,Ryan Yarbrough,field_out,hit_into_play,,,,,1.0,Hunter Renfroe pops out to first baseman Yandy Diaz in foul territory.,R,R,L,TB,BOS,X,3.0,popup,1,1,2021,0.29,0.84,-0.37,3.17,,,,0,2,Top,171.95,193.82,,,Francisco Mejia,,,-8.707723386243153,-123.4427433370252,0.4350585863061731,4.874861557311009,27.301733112795247,-24.04657536803492,3.41,1.56,113.0,68.7,73.0,85.3,2009.0,6.8,633519,642232,642336,Yandy Diaz,Brandon Lowe,Wander Franco,Taylor Walls,Randy Arozarena,Kevin Kiermaier,Manuel Margot,53.68,0.003,0.003,0.0,1.0,0.0,0.0,3.0,13,3,Cutter,2,0,0,2,0,2,0,2,Infield shift,Strategic,155.0,0.023,-0.231,field_out
4299193,FC,2021-06-22,82.0,3.27,4.83,"Yarbrough, Ryan",Christian Vazquez,Ryan Yarbrough,,ball,,,,,14.0,Christian Vazquez flies out to left fielder Randy Arozarena in foul territory.,R,R,L,TB,BOS,B,,,0,0,2021,-0.05,0.54,0.95,2.17,,,,1,2,Top,,,,,Francisco Mejia,,,-5.197588071794718,-119.27954904238646,-0.4833740072982766,0.5283185922834391,23.889844652276857,-27.135113911016827,3.29,1.49,,,,82.6,2058.0,6.8,633519,642232,642336,Yandy Diaz,Brandon Lowe,Wander Franco,Taylor Walls,Randy Arozarena,Kevin Kiermaier,Manuel Margot,53.7,,,,,,,,14,1,Cutter,2,0,0,2,0,2,0,2,Standard,Standard,174.0,0.0,0.026,ball
4299194,FC,2021-06-22,82.4,3.12,4.77,"Yarbrough, Ryan",Christian Vazquez,Ryan Yarbrough,,ball,,,,,7.0,Christian Vazquez flies out to left fielder Randy Arozarena in foul territory.,R,R,L,TB,BOS,B,,,1,0,2021,-0.06,0.51,-0.82,1.61,,,,1,2,Top,,,,,Francisco Mejia,,,-8.8859118980034,-119.61333622770958,-1.575297912118331,1.2660952071494598,24.596254044773328,-27.224822237245625,3.14,1.48,,,,82.6,2129.0,6.7,633519,642232,642336,Yandy Diaz,Brandon Lowe,Wander Franco,Taylor Walls,Randy Arozarena,Kevin Kiermaier,Manuel Margot,53.8,,,,,,,,14,2,Cutter,2,0,0,2,0,2,0,2,Standard,Standard,172.0,0.0,0.05,ball
4299195,CH,2021-06-22,79.6,2.61,5.18,"Yarbrough, Ryan",Christian Vazquez,Ryan Yarbrough,,called_strike,,,,,8.0,Christian Vazquez flies out to left fielder Randy Arozarena in foul territory.,R,R,L,TB,BOS,S,,,2,0,2021,1.49,0.51,0.22,1.57,,,,1,2,Top,,,,,Francisco Mejia,,,-8.118986886396991,-115.54999556894546,-1.9966644604252988,14.948298415116358,25.783259418813792,-27.466331810755683,3.21,1.41,,,,79.5,2033.0,6.8,633519,642232,642336,Yandy Diaz,Brandon Lowe,Wander Franco,Taylor Walls,Randy Arozarena,Kevin Kiermaier,Manuel Margot,53.66,,,,,,,,14,3,Changeup,2,0,0,2,0,2,0,2,Standard,Standard,100.0,0.0,-0.044,called_strike
